data_set	prog	min_sum_frags	TP	FP	FN	TPR	PPV	F1
sim_50	STAR-Fusion	411	148	4	352	0.30	0.97	0.458
sim_50	STAR-Fusion	413	147	4	353	0.29	0.97	0.447
sim_50	STAR-Fusion	416	146	4	354	0.29	0.97	0.447
sim_50	STAR-Fusion	428	145	4	355	0.29	0.97	0.447
sim_50	STAR-Fusion	430	143	4	357	0.29	0.97	0.447
sim_50	STAR-Fusion	435	142	4	358	0.28	0.97	0.435
sim_50	STAR-Fusion	436	141	4	359	0.28	0.97	0.435
sim_50	STAR-Fusion	470	140	4	360	0.28	0.97	0.435
sim_50	STAR-Fusion	491	139	4	361	0.28	0.97	0.435
sim_50	STAR-Fusion	494	138	4	362	0.28	0.97	0.435
sim_50	STAR-Fusion	495	137	4	363	0.27	0.97	0.422
sim_50	STAR-Fusion	498	136	4	364	0.27	0.97	0.422
sim_50	STAR-Fusion	516	135	4	365	0.27	0.97	0.422
sim_50	STAR-Fusion	525	135	3	365	0.27	0.98	0.423
sim_50	STAR-Fusion	535	134	3	366	0.27	0.98	0.423
sim_50	STAR-Fusion	539	134	2	366	0.27	0.99	0.424
sim_50	STAR-Fusion	557	133	2	367	0.27	0.99	0.424
sim_50	STAR-Fusion	562	132	2	368	0.26	0.99	0.412
sim_50	STAR-Fusion	566	132	1	368	0.26	0.99	0.412
sim_50	STAR-Fusion	567	131	1	369	0.26	0.99	0.412
sim_50	STAR-Fusion	577	129	1	371	0.26	0.99	0.412
sim_50	STAR-Fusion	589	128	1	372	0.26	0.99	0.412
sim_50	STAR-Fusion	592	127	1	373	0.25	0.99	0.399
sim_50	STAR-Fusion	597	126	1	374	0.25	0.99	0.399
sim_50	STAR-Fusion	610	125	1	375	0.25	0.99	0.399
sim_50	STAR-Fusion	639	124	1	376	0.25	0.99	0.399
sim_50	STAR-Fusion	687	123	1	377	0.25	0.99	0.399
sim_50	STAR-Fusion	696	122	1	378	0.24	0.99	0.386
sim_50	STAR-Fusion	754	121	1	379	0.24	0.99	0.386
sim_50	STAR-Fusion	756	120	1	380	0.24	0.99	0.386
sim_50	STAR-Fusion	783	119	1	381	0.24	0.99	0.386
sim_50	STAR-Fusion	796	118	1	382	0.24	0.99	0.386
sim_50	STAR-Fusion	816	117	1	383	0.23	0.99	0.373
sim_50	STAR-Fusion	823	116	1	384	0.23	0.99	0.373
sim_50	STAR-Fusion	840	115	1	385	0.23	0.99	0.373
sim_50	STAR-Fusion	853	114	1	386	0.23	0.99	0.373
sim_50	STAR-Fusion	870	113	1	387	0.23	0.99	0.373
sim_50	STAR-Fusion	931	111	1	389	0.22	0.99	0.360
sim_50	STAR-Fusion	950	110	1	390	0.22	0.99	0.360
sim_50	STAR-Fusion	966	109	1	391	0.22	0.99	0.360
sim_50	STAR-Fusion	1011	108	1	392	0.22	0.99	0.360
sim_50	STAR-Fusion	1017	107	1	393	0.21	0.99	0.347
sim_50	STAR-Fusion	1033	106	1	394	0.21	0.99	0.347
sim_50	STAR-Fusion	1083	105	1	395	0.21	0.99	0.347
sim_50	STAR-Fusion	1123	104	1	396	0.21	0.99	0.347
sim_50	STAR-Fusion	1147	103	1	397	0.21	0.99	0.347
sim_50	STAR-Fusion	1154	102	1	398	0.20	0.99	0.333
sim_50	STAR-Fusion	1163	101	1	399	0.20	0.99	0.333
sim_50	STAR-Fusion	1167	100	1	400	0.20	0.99	0.333
sim_50	STAR-Fusion	1170	99	1	401	0.20	0.99	0.333
sim_50	STAR-Fusion	1179	98	1	402	0.20	0.99	0.333
sim_50	STAR-Fusion	1186	97	1	403	0.19	0.99	0.319
sim_50	STAR-Fusion	1192	96	1	404	0.19	0.99	0.319
sim_50	STAR-Fusion	1200	95	1	405	0.19	0.99	0.319
sim_50	STAR-Fusion	1209	94	1	406	0.19	0.99	0.319
sim_50	STAR-Fusion	1222	93	1	407	0.19	0.99	0.319
sim_50	STAR-Fusion	1270	92	1	408	0.18	0.99	0.305
sim_50	STAR-Fusion	1278	91	1	409	0.18	0.99	0.305
sim_50	STAR-Fusion	1347	90	1	410	0.18	0.99	0.305
sim_50	STAR-Fusion	1371	89	1	411	0.18	0.99	0.305
sim_50	STAR-Fusion	1376	88	1	412	0.18	0.99	0.305
sim_50	STAR-Fusion	1421	87	1	413	0.17	0.99	0.290
sim_50	STAR-Fusion	1424	86	1	414	0.17	0.99	0.290
sim_50	STAR-Fusion	1552	85	1	415	0.17	0.99	0.290
sim_50	STAR-Fusion	1604	84	1	416	0.17	0.99	0.290
sim_50	STAR-Fusion	1612	83	1	417	0.17	0.99	0.290
sim_50	STAR-Fusion	1667	82	1	418	0.16	0.99	0.275
sim_50	STAR-Fusion	1746	81	1	419	0.16	0.99	0.275
sim_50	STAR-Fusion	1749	80	1	420	0.16	0.99	0.275
sim_50	STAR-Fusion	1750	79	1	421	0.16	0.99	0.275
sim_50	STAR-Fusion	1820	78	1	422	0.16	0.99	0.275
sim_50	STAR-Fusion	1902	77	1	423	0.15	0.99	0.261
sim_50	STAR-Fusion	1916	76	1	424	0.15	0.99	0.261
sim_50	STAR-Fusion	1966	75	1	425	0.15	0.99	0.261
sim_50	STAR-Fusion	2021	74	1	426	0.15	0.99	0.261
sim_50	STAR-Fusion	2027	73	1	427	0.15	0.99	0.261
sim_50	STAR-Fusion	2139	72	1	428	0.14	0.99	0.245
sim_50	STAR-Fusion	2278	71	1	429	0.14	0.99	0.245
sim_50	STAR-Fusion	2302	70	1	430	0.14	0.99	0.245
sim_50	STAR-Fusion	2326	69	1	431	0.14	0.99	0.245
sim_50	STAR-Fusion	2347	68	1	432	0.14	0.99	0.245
sim_50	STAR-Fusion	2372	67	1	433	0.13	0.99	0.230
sim_50	STAR-Fusion	2455	66	1	434	0.13	0.99	0.230
sim_50	STAR-Fusion	2461	65	1	435	0.13	0.98	0.230
sim_50	STAR-Fusion	2646	64	1	436	0.13	0.98	0.230
sim_50	STAR-Fusion	2665	63	1	437	0.13	0.98	0.230
sim_50	STAR-Fusion	2738	62	1	438	0.12	0.98	0.214
sim_50	STAR-Fusion	2739	61	1	439	0.12	0.98	0.214
sim_50	STAR-Fusion	2784	60	1	440	0.12	0.98	0.214
sim_50	STAR-Fusion	2868	59	1	441	0.12	0.98	0.214
sim_50	STAR-Fusion	3102	58	1	442	0.12	0.98	0.214
sim_50	STAR-Fusion	3144	57	1	443	0.11	0.98	0.198
sim_50	STAR-Fusion	3163	56	1	444	0.11	0.98	0.198
sim_50	STAR-Fusion	3193	55	1	445	0.11	0.98	0.198
sim_50	STAR-Fusion	3231	54	1	446	0.11	0.98	0.198
sim_50	STAR-Fusion	3307	53	1	447	0.11	0.98	0.198
sim_50	STAR-Fusion	3445	52	1	448	0.10	0.98	0.181
sim_50	STAR-Fusion	3648	51	1	449	0.10	0.98	0.181
sim_50	STAR-Fusion	3919	50	1	450	0.10	0.98	0.181
sim_50	STAR-Fusion	3928	49	1	451	0.10	0.98	0.181
sim_50	STAR-Fusion	4133	48	1	452	0.10	0.98	0.181
sim_50	STAR-Fusion	4172	47	1	453	0.09	0.98	0.165
sim_50	STAR-Fusion	4194	46	1	454	0.09	0.98	0.165
sim_50	STAR-Fusion	4490	45	1	455	0.09	0.98	0.165
sim_50	STAR-Fusion	4624	44	1	456	0.09	0.98	0.165
sim_50	STAR-Fusion	4739	43	1	457	0.09	0.98	0.165
sim_50	STAR-Fusion	4845	42	1	458	0.08	0.98	0.148
sim_50	STAR-Fusion	4919	41	1	459	0.08	0.98	0.148
sim_50	STAR-Fusion	4951	40	1	460	0.08	0.98	0.148
sim_50	STAR-Fusion	4962	39	1	461	0.08	0.97	0.148
sim_50	STAR-Fusion	5424	38	1	462	0.08	0.97	0.148
sim_50	STAR-Fusion	5449	37	1	463	0.07	0.97	0.131
sim_50	STAR-Fusion	5603	36	1	464	0.07	0.97	0.131
sim_50	STAR-Fusion	5611	35	1	465	0.07	0.97	0.131
sim_50	STAR-Fusion	5616	34	1	466	0.07	0.97	0.131
sim_50	STAR-Fusion	5663	33	1	467	0.07	0.97	0.131
sim_50	STAR-Fusion	5697	32	1	468	0.06	0.97	0.113
sim_50	STAR-Fusion	5895	31	1	469	0.06	0.97	0.113
sim_50	STAR-Fusion	6164	30	1	470	0.06	0.97	0.113
sim_50	STAR-Fusion	6238	29	1	471	0.06	0.97	0.113
sim_50	STAR-Fusion	6394	28	1	472	0.06	0.97	0.113
sim_50	STAR-Fusion	6430	27	1	473	0.05	0.96	0.095
sim_50	STAR-Fusion	6473	26	1	474	0.05	0.96	0.095
sim_50	STAR-Fusion	6534	25	1	475	0.05	0.96	0.095
sim_50	STAR-Fusion	6540	24	1	476	0.05	0.96	0.095
sim_50	STAR-Fusion	6594	23	1	477	0.05	0.96	0.095
sim_50	STAR-Fusion	6641	22	1	478	0.04	0.96	0.077
sim_50	STAR-Fusion	6907	21	1	479	0.04	0.95	0.077
sim_50	STAR-Fusion	6976	20	1	480	0.04	0.95	0.077
sim_50	STAR-Fusion	7023	19	1	481	0.04	0.95	0.077
sim_50	STAR-Fusion	7024	19	0	481	0.04	1	0.077
sim_50	STAR-Fusion	7028	18	0	482	0.04	1	0.077
sim_50	STAR-Fusion	8495	17	0	483	0.03	1	0.058
sim_50	STAR-Fusion	8632	16	0	484	0.03	1	0.058
sim_50	STAR-Fusion	8804	15	0	485	0.03	1	0.058
sim_50	STAR-Fusion	8870	13	0	487	0.03	1	0.058
sim_50	STAR-Fusion	8884	12	0	488	0.02	1	0.039
sim_50	STAR-Fusion	9178	11	0	489	0.02	1	0.039
sim_50	STAR-Fusion	9180	10	0	490	0.02	1	0.039
sim_50	STAR-Fusion	9461	9	0	491	0.02	1	0.039
sim_50	STAR-Fusion	9792	8	0	492	0.02	1	0.039
sim_50	STAR-Fusion	9978	7	0	493	0.01	1	0.020
sim_50	STAR-Fusion	10247	6	0	494	0.01	1	0.020
sim_50	STAR-Fusion	10294	5	0	495	0.01	1	0.020
sim_50	STAR-Fusion	10625	4	0	496	0.01	1	0.020
sim_50	STAR-Fusion	10893	3	0	497	0.01	1	0.020
sim_50	STAR-Fusion	11745	2	0	498	0.00	1	0.000
sim_50	JAFFA-Assembly	1	241	8	259	0.48	0.97	0.642
sim_50	JAFFA-Assembly	2	240	8	260	0.48	0.97	0.642
sim_50	JAFFA-Assembly	3	239	8	261	0.48	0.97	0.642
sim_50	JAFFA-Assembly	4	237	8	263	0.47	0.97	0.633
sim_50	JAFFA-Assembly	5	236	8	264	0.47	0.97	0.633
sim_50	JAFFA-Assembly	6	236	7	264	0.47	0.97	0.633
sim_50	JAFFA-Assembly	8	234	7	266	0.47	0.97	0.633
sim_50	JAFFA-Assembly	9	233	7	267	0.47	0.97	0.633
sim_50	JAFFA-Assembly	10	231	7	269	0.46	0.97	0.624
sim_50	JAFFA-Assembly	11	230	7	270	0.46	0.97	0.624
sim_50	JAFFA-Assembly	12	229	7	271	0.46	0.97	0.624
sim_50	JAFFA-Assembly	13	228	7	272	0.46	0.97	0.624
sim_50	JAFFA-Assembly	15	226	7	274	0.45	0.97	0.615
sim_50	JAFFA-Assembly	16	223	7	277	0.45	0.97	0.615
sim_50	JAFFA-Assembly	17	221	7	279	0.44	0.97	0.605
sim_50	JAFFA-Assembly	19	220	7	280	0.44	0.97	0.605
sim_50	JAFFA-Assembly	20	218	7	282	0.44	0.97	0.605
sim_50	JAFFA-Assembly	22	217	7	283	0.43	0.97	0.596
sim_50	JAFFA-Assembly	23	216	7	284	0.43	0.97	0.596
sim_50	JAFFA-Assembly	24	213	7	287	0.43	0.97	0.596
sim_50	JAFFA-Assembly	25	211	7	289	0.42	0.97	0.586
sim_50	JAFFA-Assembly	26	208	7	292	0.42	0.97	0.586
sim_50	JAFFA-Assembly	28	206	7	294	0.41	0.97	0.576
sim_50	JAFFA-Assembly	29	203	6	297	0.41	0.97	0.576
sim_50	JAFFA-Assembly	31	201	6	299	0.40	0.97	0.566
sim_50	JAFFA-Assembly	32	200	6	300	0.40	0.97	0.566
sim_50	JAFFA-Assembly	33	198	6	302	0.40	0.97	0.566
sim_50	JAFFA-Assembly	34	197	6	303	0.39	0.97	0.556
sim_50	JAFFA-Assembly	35	196	6	304	0.39	0.97	0.556
sim_50	JAFFA-Assembly	36	192	6	308	0.38	0.97	0.546
sim_50	JAFFA-Assembly	40	191	6	309	0.38	0.97	0.546
sim_50	JAFFA-Assembly	41	187	6	313	0.37	0.97	0.536
sim_50	JAFFA-Assembly	42	186	6	314	0.37	0.97	0.536
sim_50	JAFFA-Assembly	44	184	6	316	0.37	0.97	0.536
sim_50	JAFFA-Assembly	45	182	6	318	0.36	0.97	0.525
sim_50	JAFFA-Assembly	46	181	6	319	0.36	0.97	0.525
sim_50	JAFFA-Assembly	48	179	6	321	0.36	0.97	0.525
sim_50	JAFFA-Assembly	50	177	6	323	0.35	0.97	0.514
sim_50	JAFFA-Assembly	52	176	6	324	0.35	0.97	0.514
sim_50	JAFFA-Assembly	53	175	6	325	0.35	0.97	0.514
sim_50	JAFFA-Assembly	55	174	6	326	0.35	0.97	0.514
sim_50	JAFFA-Assembly	56	173	6	327	0.35	0.97	0.514
sim_50	JAFFA-Assembly	57	172	6	328	0.34	0.97	0.504
sim_50	JAFFA-Assembly	60	170	6	330	0.34	0.97	0.504
sim_50	JAFFA-Assembly	61	168	6	332	0.34	0.97	0.504
sim_50	JAFFA-Assembly	63	167	6	333	0.33	0.97	0.492
sim_50	JAFFA-Assembly	64	166	6	334	0.33	0.97	0.492
sim_50	JAFFA-Assembly	71	165	6	335	0.33	0.96	0.491
sim_50	JAFFA-Assembly	72	164	6	336	0.33	0.96	0.491
sim_50	JAFFA-Assembly	73	162	6	338	0.32	0.96	0.480
sim_50	JAFFA-Assembly	74	161	6	339	0.32	0.96	0.480
sim_50	JAFFA-Assembly	78	160	6	340	0.32	0.96	0.480
sim_50	JAFFA-Assembly	87	159	6	341	0.32	0.96	0.480
sim_50	JAFFA-Assembly	89	158	6	342	0.32	0.96	0.480
sim_50	JAFFA-Assembly	90	157	6	343	0.31	0.96	0.469
sim_50	JAFFA-Assembly	95	156	6	344	0.31	0.96	0.469
sim_50	JAFFA-Assembly	97	155	5	345	0.31	0.97	0.470
sim_50	JAFFA-Assembly	99	154	4	346	0.31	0.97	0.470
sim_50	JAFFA-Assembly	102	153	4	347	0.31	0.97	0.470
sim_50	JAFFA-Assembly	103	152	4	348	0.30	0.97	0.458
sim_50	JAFFA-Assembly	106	152	3	348	0.30	0.98	0.459
sim_50	JAFFA-Assembly	112	150	3	350	0.30	0.98	0.459
sim_50	JAFFA-Assembly	113	149	3	351	0.30	0.98	0.459
sim_50	JAFFA-Assembly	114	148	3	352	0.30	0.98	0.459
sim_50	JAFFA-Assembly	125	147	3	353	0.29	0.98	0.448
sim_50	JAFFA-Assembly	129	146	3	354	0.29	0.98	0.448
sim_50	JAFFA-Assembly	133	145	3	355	0.29	0.98	0.448
sim_50	JAFFA-Assembly	134	143	3	357	0.29	0.98	0.448
sim_50	JAFFA-Assembly	136	142	3	358	0.28	0.98	0.436
sim_50	JAFFA-Assembly	139	141	3	359	0.28	0.98	0.436
sim_50	JAFFA-Assembly	143	140	3	360	0.28	0.98	0.436
sim_50	JAFFA-Assembly	148	139	3	361	0.28	0.98	0.436
sim_50	JAFFA-Assembly	155	138	3	362	0.28	0.98	0.436
sim_50	JAFFA-Assembly	167	138	2	362	0.28	0.99	0.437
sim_50	JAFFA-Assembly	173	137	2	363	0.27	0.99	0.424
sim_50	JAFFA-Assembly	181	136	2	364	0.27	0.99	0.424
sim_50	JAFFA-Assembly	182	135	2	365	0.27	0.99	0.424
sim_50	JAFFA-Assembly	184	134	2	366	0.27	0.99	0.424
sim_50	JAFFA-Assembly	185	133	2	367	0.27	0.99	0.424
sim_50	JAFFA-Assembly	187	132	1	368	0.26	0.99	0.412
sim_50	JAFFA-Assembly	190	130	1	370	0.26	0.99	0.412
sim_50	JAFFA-Assembly	191	129	1	371	0.26	0.99	0.412
sim_50	JAFFA-Assembly	199	128	1	372	0.26	0.99	0.412
sim_50	JAFFA-Assembly	203	127	1	373	0.25	0.99	0.399
sim_50	JAFFA-Assembly	216	126	1	374	0.25	0.99	0.399
sim_50	JAFFA-Assembly	219	125	1	375	0.25	0.99	0.399
sim_50	JAFFA-Assembly	225	124	1	376	0.25	0.99	0.399
sim_50	JAFFA-Assembly	226	123	1	377	0.25	0.99	0.399
sim_50	JAFFA-Assembly	228	122	1	378	0.24	0.99	0.386
sim_50	JAFFA-Assembly	230	121	1	379	0.24	0.99	0.386
sim_50	JAFFA-Assembly	231	120	1	380	0.24	0.99	0.386
sim_50	JAFFA-Assembly	237	119	1	381	0.24	0.99	0.386
sim_50	JAFFA-Assembly	240	118	1	382	0.24	0.99	0.386
sim_50	JAFFA-Assembly	247	117	1	383	0.23	0.99	0.373
sim_50	JAFFA-Assembly	250	116	1	384	0.23	0.99	0.373
sim_50	JAFFA-Assembly	260	114	1	386	0.23	0.99	0.373
sim_50	JAFFA-Assembly	267	113	1	387	0.23	0.99	0.373
sim_50	JAFFA-Assembly	279	112	1	388	0.22	0.99	0.360
sim_50	JAFFA-Assembly	280	111	1	389	0.22	0.99	0.360
sim_50	JAFFA-Assembly	287	110	1	390	0.22	0.99	0.360
sim_50	JAFFA-Assembly	290	109	1	391	0.22	0.99	0.360
sim_50	JAFFA-Assembly	293	108	1	392	0.22	0.99	0.360
sim_50	JAFFA-Assembly	297	107	1	393	0.21	0.99	0.347
sim_50	JAFFA-Assembly	300	105	1	395	0.21	0.99	0.347
sim_50	JAFFA-Assembly	304	104	1	396	0.21	0.99	0.347
sim_50	JAFFA-Assembly	306	103	1	397	0.21	0.99	0.347
sim_50	JAFFA-Assembly	323	102	1	398	0.20	0.99	0.333
sim_50	JAFFA-Assembly	327	101	1	399	0.20	0.99	0.333
sim_50	JAFFA-Assembly	328	100	1	400	0.20	0.99	0.333
sim_50	JAFFA-Assembly	329	99	1	401	0.20	0.99	0.333
sim_50	JAFFA-Assembly	337	98	1	402	0.20	0.99	0.333
sim_50	JAFFA-Assembly	360	97	1	403	0.19	0.99	0.319
sim_50	JAFFA-Assembly	368	96	1	404	0.19	0.99	0.319
sim_50	JAFFA-Assembly	376	94	1	406	0.19	0.99	0.319
sim_50	JAFFA-Assembly	384	93	1	407	0.19	0.99	0.319
sim_50	JAFFA-Assembly	392	92	1	408	0.18	0.99	0.305
sim_50	JAFFA-Assembly	401	91	1	409	0.18	0.99	0.305
sim_50	JAFFA-Assembly	402	90	1	410	0.18	0.99	0.305
sim_50	JAFFA-Assembly	417	89	1	411	0.18	0.99	0.305
sim_50	JAFFA-Assembly	421	88	1	412	0.18	0.99	0.305
sim_50	JAFFA-Assembly	422	87	1	413	0.17	0.99	0.290
sim_50	JAFFA-Assembly	446	86	1	414	0.17	0.99	0.290
sim_50	JAFFA-Assembly	459	85	1	415	0.17	0.99	0.290
sim_50	JAFFA-Assembly	468	84	1	416	0.17	0.99	0.290
sim_50	JAFFA-Assembly	469	83	1	417	0.17	0.99	0.290
sim_50	JAFFA-Assembly	474	82	1	418	0.16	0.99	0.275
sim_50	JAFFA-Assembly	485	81	1	419	0.16	0.99	0.275
sim_50	JAFFA-Assembly	493	80	1	420	0.16	0.99	0.275
sim_50	JAFFA-Assembly	502	79	1	421	0.16	0.99	0.275
sim_50	JAFFA-Assembly	513	78	1	422	0.16	0.99	0.275
sim_50	JAFFA-Assembly	528	77	1	423	0.15	0.99	0.261
sim_50	JAFFA-Assembly	531	76	1	424	0.15	0.99	0.261
sim_50	JAFFA-Assembly	534	75	1	425	0.15	0.99	0.261
sim_50	JAFFA-Assembly	544	74	1	426	0.15	0.99	0.261
sim_50	JAFFA-Assembly	548	73	1	427	0.15	0.99	0.261
sim_50	JAFFA-Assembly	597	72	1	428	0.14	0.99	0.245
sim_50	JAFFA-Assembly	600	71	1	429	0.14	0.99	0.245
sim_50	JAFFA-Assembly	627	70	1	430	0.14	0.99	0.245
sim_50	JAFFA-Assembly	628	69	1	431	0.14	0.99	0.245
sim_50	JAFFA-Assembly	672	68	1	432	0.14	0.99	0.245
sim_50	JAFFA-Assembly	685	67	1	433	0.13	0.99	0.230
sim_50	JAFFA-Assembly	699	66	1	434	0.13	0.99	0.230
sim_50	JAFFA-Assembly	716	65	1	435	0.13	0.98	0.230
sim_50	JAFFA-Assembly	717	64	1	436	0.13	0.98	0.230
sim_50	JAFFA-Assembly	755	63	1	437	0.13	0.98	0.230
sim_50	JAFFA-Assembly	776	62	1	438	0.12	0.98	0.214
sim_50	JAFFA-Assembly	818	61	1	439	0.12	0.98	0.214
sim_50	JAFFA-Assembly	820	60	1	440	0.12	0.98	0.214
sim_50	JAFFA-Assembly	822	59	1	441	0.12	0.98	0.214
sim_50	JAFFA-Assembly	874	58	1	442	0.12	0.98	0.214
sim_50	JAFFA-Assembly	884	57	1	443	0.11	0.98	0.198
sim_50	JAFFA-Assembly	896	56	1	444	0.11	0.98	0.198
sim_50	JAFFA-Assembly	899	55	1	445	0.11	0.98	0.198
sim_50	JAFFA-Assembly	923	54	1	446	0.11	0.98	0.198
sim_50	JAFFA-Assembly	969	53	1	447	0.11	0.98	0.198
sim_50	JAFFA-Assembly	986	52	1	448	0.10	0.98	0.181
sim_50	JAFFA-Assembly	989	51	1	449	0.10	0.98	0.181
sim_50	JAFFA-Assembly	997	50	1	450	0.10	0.98	0.181
sim_50	JAFFA-Assembly	1021	49	1	451	0.10	0.98	0.181
sim_50	JAFFA-Assembly	1075	48	1	452	0.10	0.98	0.181
sim_50	JAFFA-Assembly	1089	47	1	453	0.09	0.98	0.165
sim_50	JAFFA-Assembly	1114	47	0	453	0.09	1	0.165
sim_50	JAFFA-Assembly	1116	46	0	454	0.09	1	0.165
sim_50	JAFFA-Assembly	1175	45	0	455	0.09	1	0.165
sim_50	JAFFA-Assembly	1184	44	0	456	0.09	1	0.165
sim_50	JAFFA-Assembly	1279	43	0	457	0.09	1	0.165
sim_50	JAFFA-Assembly	1293	42	0	458	0.08	1	0.148
sim_50	JAFFA-Assembly	1341	41	0	459	0.08	1	0.148
sim_50	JAFFA-Assembly	1367	40	0	460	0.08	1	0.148
sim_50	JAFFA-Assembly	1491	39	0	461	0.08	1	0.148
sim_50	JAFFA-Assembly	1503	38	0	462	0.08	1	0.148
sim_50	JAFFA-Assembly	1566	37	0	463	0.07	1	0.131
sim_50	JAFFA-Assembly	1575	36	0	464	0.07	1	0.131
sim_50	JAFFA-Assembly	1596	35	0	465	0.07	1	0.131
sim_50	JAFFA-Assembly	1600	34	0	466	0.07	1	0.131
sim_50	JAFFA-Assembly	1655	33	0	467	0.07	1	0.131
sim_50	JAFFA-Assembly	1806	32	0	468	0.06	1	0.113
sim_50	JAFFA-Assembly	1890	31	0	469	0.06	1	0.113
sim_50	JAFFA-Assembly	1956	30	0	470	0.06	1	0.113
sim_50	JAFFA-Assembly	2302	29	0	471	0.06	1	0.113
sim_50	JAFFA-Assembly	2322	28	0	472	0.06	1	0.113
sim_50	JAFFA-Assembly	2427	27	0	473	0.05	1	0.095
sim_50	JAFFA-Assembly	2478	26	0	474	0.05	1	0.095
sim_50	JAFFA-Assembly	2761	25	0	475	0.05	1	0.095
sim_50	JAFFA-Assembly	3090	24	0	476	0.05	1	0.095
sim_50	JAFFA-Assembly	3510	23	0	477	0.05	1	0.095
sim_50	JAFFA-Assembly	3949	22	0	478	0.04	1	0.077
sim_50	JAFFA-Assembly	4310	21	0	479	0.04	1	0.077
sim_50	JAFFA-Assembly	4369	20	0	480	0.04	1	0.077
sim_50	JAFFA-Assembly	4779	19	0	481	0.04	1	0.077
sim_50	JAFFA-Assembly	5018	18	0	482	0.04	1	0.077
sim_50	JAFFA-Assembly	5766	17	0	483	0.03	1	0.058
sim_50	JAFFA-Assembly	6035	16	0	484	0.03	1	0.058
sim_50	JAFFA-Assembly	6514	15	0	485	0.03	1	0.058
sim_50	JAFFA-Assembly	6917	14	0	486	0.03	1	0.058
sim_50	JAFFA-Assembly	7416	13	0	487	0.03	1	0.058
sim_50	JAFFA-Assembly	7509	12	0	488	0.02	1	0.039
sim_50	JAFFA-Assembly	7561	11	0	489	0.02	1	0.039
sim_50	JAFFA-Assembly	9870	10	0	490	0.02	1	0.039
sim_50	JAFFA-Assembly	10002	9	0	491	0.02	1	0.039
sim_50	JAFFA-Assembly	10127	8	0	492	0.02	1	0.039
sim_50	JAFFA-Assembly	11645	7	0	493	0.01	1	0.020
sim_50	JAFFA-Assembly	12432	6	0	494	0.01	1	0.020
sim_50	JAFFA-Assembly	12728	5	0	495	0.01	1	0.020
sim_50	JAFFA-Assembly	13302	4	0	496	0.01	1	0.020
sim_50	JAFFA-Assembly	13851	3	0	497	0.01	1	0.020
sim_50	JAFFA-Assembly	14328	2	0	498	0.00	1	0.000
sim_50	ChimeraScan	2	373	73	127	0.75	0.84	0.792
sim_50	ChimeraScan	3	361	63	139	0.72	0.85	0.780
sim_50	ChimeraScan	4	355	55	145	0.71	0.87	0.782
sim_50	ChimeraScan	5	349	51	151	0.70	0.87	0.776
sim_50	ChimeraScan	6	342	41	158	0.68	0.89	0.771
sim_50	ChimeraScan	7	336	37	164	0.67	0.9	0.768
sim_50	ChimeraScan	8	331	34	169	0.66	0.91	0.765
sim_50	ChimeraScan	9	327	33	173	0.65	0.91	0.758
sim_50	ChimeraScan	10	322	31	178	0.64	0.91	0.751
sim_50	ChimeraScan	11	319	31	181	0.64	0.91	0.751
sim_50	ChimeraScan	12	317	31	183	0.63	0.91	0.745
sim_50	ChimeraScan	13	315	30	185	0.63	0.91	0.745
sim_50	ChimeraScan	14	310	29	190	0.62	0.91	0.738
sim_50	ChimeraScan	15	307	29	193	0.61	0.91	0.730
sim_50	ChimeraScan	16	304	29	196	0.61	0.91	0.730
sim_50	ChimeraScan	17	303	29	197	0.61	0.91	0.730
sim_50	ChimeraScan	18	299	26	201	0.60	0.92	0.726
sim_50	ChimeraScan	19	297	25	203	0.59	0.92	0.719
sim_50	ChimeraScan	20	294	25	206	0.59	0.92	0.719
sim_50	ChimeraScan	21	293	25	207	0.59	0.92	0.719
sim_50	ChimeraScan	22	291	25	209	0.58	0.92	0.711
sim_50	ChimeraScan	23	288	25	212	0.58	0.92	0.711
sim_50	ChimeraScan	24	287	25	213	0.57	0.92	0.704
sim_50	ChimeraScan	25	285	25	215	0.57	0.92	0.704
sim_50	ChimeraScan	26	282	25	218	0.56	0.92	0.696
sim_50	ChimeraScan	27	282	24	218	0.56	0.92	0.696
sim_50	ChimeraScan	28	280	23	220	0.56	0.92	0.696
sim_50	ChimeraScan	29	275	23	225	0.55	0.92	0.688
sim_50	ChimeraScan	30	275	22	225	0.55	0.93	0.691
sim_50	ChimeraScan	31	271	22	229	0.54	0.92	0.681
sim_50	ChimeraScan	32	268	22	232	0.54	0.92	0.681
sim_50	ChimeraScan	35	267	22	233	0.53	0.92	0.673
sim_50	ChimeraScan	36	264	22	236	0.53	0.92	0.673
sim_50	ChimeraScan	37	263	22	237	0.53	0.92	0.673
sim_50	ChimeraScan	38	262	22	238	0.52	0.92	0.664
sim_50	ChimeraScan	39	260	22	240	0.52	0.92	0.664
sim_50	ChimeraScan	40	259	22	241	0.52	0.92	0.664
sim_50	ChimeraScan	41	258	21	242	0.52	0.92	0.664
sim_50	ChimeraScan	42	258	20	242	0.52	0.93	0.667
sim_50	ChimeraScan	43	257	20	243	0.51	0.93	0.659
sim_50	ChimeraScan	45	255	20	245	0.51	0.93	0.659
sim_50	ChimeraScan	46	253	20	247	0.51	0.93	0.659
sim_50	ChimeraScan	49	250	20	250	0.50	0.93	0.650
sim_50	ChimeraScan	50	248	19	252	0.50	0.93	0.650
sim_50	ChimeraScan	51	245	19	255	0.49	0.93	0.642
