data_set	prog	min_sum_frags	TP	FP	FN	TPR	PPV	F1
sim_101	deFuse	30	360	23	140	0.72	0.94	0.815
sim_101	deFuse	31	358	23	142	0.72	0.94	0.815
sim_101	deFuse	32	355	23	145	0.71	0.94	0.809
sim_101	deFuse	34	353	23	147	0.71	0.94	0.809
sim_101	deFuse	35	349	22	151	0.70	0.94	0.802
sim_101	deFuse	36	347	22	153	0.69	0.94	0.796
sim_101	deFuse	37	346	22	154	0.69	0.94	0.796
sim_101	deFuse	38	343	22	157	0.69	0.94	0.796
sim_101	deFuse	39	341	22	159	0.68	0.94	0.789
sim_101	deFuse	40	339	22	161	0.68	0.94	0.789
sim_101	deFuse	41	335	22	165	0.67	0.94	0.782
sim_101	deFuse	43	334	21	166	0.67	0.94	0.782
sim_101	deFuse	45	333	21	167	0.67	0.94	0.782
sim_101	deFuse	46	332	20	168	0.66	0.94	0.775
sim_101	deFuse	47	330	19	170	0.66	0.95	0.779
sim_101	deFuse	48	329	19	171	0.66	0.95	0.779
sim_101	deFuse	49	328	18	172	0.66	0.95	0.779
sim_101	deFuse	50	327	18	173	0.65	0.95	0.772
sim_101	deFuse	51	326	18	174	0.65	0.95	0.772
sim_101	deFuse	52	323	18	177	0.65	0.95	0.772
sim_101	deFuse	53	319	18	181	0.64	0.95	0.765
sim_101	deFuse	55	317	17	183	0.63	0.95	0.758
sim_101	deFuse	57	315	17	185	0.63	0.95	0.758
sim_101	deFuse	58	314	17	186	0.63	0.95	0.758
sim_101	deFuse	59	313	17	187	0.63	0.95	0.758
sim_101	deFuse	60	311	17	189	0.62	0.95	0.750
sim_101	deFuse	61	310	17	190	0.62	0.95	0.750
sim_101	deFuse	62	309	17	191	0.62	0.95	0.750
sim_101	deFuse	65	305	17	195	0.61	0.95	0.743
sim_101	deFuse	67	304	17	196	0.61	0.95	0.743
sim_101	deFuse	68	301	17	199	0.60	0.95	0.735
sim_101	deFuse	69	300	16	200	0.60	0.95	0.735
sim_101	deFuse	70	299	16	201	0.60	0.95	0.735
sim_101	deFuse	71	298	16	202	0.60	0.95	0.735
sim_101	deFuse	73	297	16	203	0.59	0.95	0.728
sim_101	deFuse	74	294	16	206	0.59	0.95	0.728
sim_101	deFuse	75	292	16	208	0.58	0.95	0.720
sim_101	deFuse	76	292	15	208	0.58	0.95	0.720
sim_101	deFuse	77	291	15	209	0.58	0.95	0.720
sim_101	deFuse	78	290	15	210	0.58	0.95	0.720
sim_101	deFuse	81	288	15	212	0.58	0.95	0.720
sim_101	deFuse	82	286	15	214	0.57	0.95	0.713
sim_101	deFuse	84	286	14	214	0.57	0.95	0.713
sim_101	deFuse	85	285	14	215	0.57	0.95	0.713
sim_101	deFuse	86	284	14	216	0.57	0.95	0.713
sim_101	deFuse	87	282	14	218	0.56	0.95	0.705
sim_101	deFuse	88	281	14	219	0.56	0.95	0.705
sim_101	deFuse	89	280	14	220	0.56	0.95	0.705
sim_101	deFuse	91	279	14	221	0.56	0.95	0.705
sim_101	deFuse	92	278	14	222	0.56	0.95	0.705
sim_101	deFuse	93	276	14	224	0.55	0.95	0.697
sim_101	deFuse	94	274	14	226	0.55	0.95	0.697
sim_101	deFuse	95	272	14	228	0.54	0.95	0.689
sim_101	deFuse	98	272	13	228	0.54	0.95	0.689
sim_101	deFuse	99	271	13	229	0.54	0.95	0.689
sim_101	deFuse	100	270	13	230	0.54	0.95	0.689
sim_101	deFuse	103	269	12	231	0.54	0.96	0.691
sim_101	deFuse	104	267	12	233	0.53	0.96	0.683
sim_101	deFuse	106	265	12	235	0.53	0.96	0.683
sim_101	deFuse	107	264	12	236	0.53	0.96	0.683
sim_101	deFuse	108	262	12	238	0.52	0.96	0.675
sim_101	deFuse	109	261	12	239	0.52	0.96	0.675
sim_101	deFuse	110	260	11	240	0.52	0.96	0.675
sim_101	deFuse	111	259	11	241	0.52	0.96	0.675
sim_101	deFuse	113	256	11	244	0.51	0.96	0.666
sim_101	deFuse	120	255	11	245	0.51	0.96	0.666
sim_101	deFuse	124	254	11	246	0.51	0.96	0.666
sim_101	deFuse	126	253	11	247	0.51	0.96	0.666
sim_101	deFuse	129	250	11	250	0.50	0.96	0.658
sim_101	deFuse	130	249	11	251	0.50	0.96	0.658
sim_101	deFuse	133	247	11	253	0.49	0.96	0.649
sim_101	deFuse	139	246	11	254	0.49	0.96	0.649
sim_101	deFuse	146	245	11	255	0.49	0.96	0.649
sim_101	deFuse	149	244	11	256	0.49	0.96	0.649
sim_101	deFuse	154	243	10	257	0.49	0.96	0.649
sim_101	deFuse	156	242	10	258	0.48	0.96	0.640
sim_101	deFuse	161	241	10	259	0.48	0.96	0.640
sim_101	deFuse	162	240	10	260	0.48	0.96	0.640
sim_101	deFuse	163	239	10	261	0.48	0.96	0.640
sim_101	deFuse	164	238	10	262	0.48	0.96	0.640
sim_101	deFuse	166	237	10	263	0.47	0.96	0.631
sim_101	deFuse	167	236	10	264	0.47	0.96	0.631
sim_101	deFuse	168	235	10	265	0.47	0.96	0.631
sim_101	deFuse	172	234	10	266	0.47	0.96	0.631
sim_101	deFuse	173	233	10	267	0.47	0.96	0.631
sim_101	deFuse	174	232	10	268	0.46	0.96	0.622
sim_101	deFuse	176	231	10	269	0.46	0.96	0.622
sim_101	deFuse	178	230	10	270	0.46	0.96	0.622
sim_101	deFuse	181	228	10	272	0.46	0.96	0.622
sim_101	deFuse	182	227	10	273	0.45	0.96	0.613
sim_101	deFuse	185	226	10	274	0.45	0.96	0.613
sim_101	deFuse	187	225	10	275	0.45	0.96	0.613
sim_101	deFuse	188	224	10	276	0.45	0.96	0.613
sim_101	deFuse	189	223	10	277	0.45	0.96	0.613
sim_101	deFuse	190	222	10	278	0.44	0.96	0.603
sim_101	deFuse	201	220	10	280	0.44	0.96	0.603
sim_101	deFuse	204	219	10	281	0.44	0.96	0.603
sim_101	deFuse	205	218	10	282	0.44	0.96	0.603
sim_101	deFuse	207	218	9	282	0.44	0.96	0.603
sim_101	deFuse	208	216	9	284	0.43	0.96	0.594
sim_101	deFuse	213	215	9	285	0.43	0.96	0.594
sim_101	deFuse	216	213	9	287	0.43	0.96	0.594
sim_101	deFuse	228	212	9	288	0.42	0.96	0.584
sim_101	deFuse	231	211	9	289	0.42	0.96	0.584
sim_101	deFuse	233	209	8	291	0.42	0.96	0.584
sim_101	deFuse	240	208	8	292	0.42	0.96	0.584
sim_101	deFuse	241	206	8	294	0.41	0.96	0.575
sim_101	deFuse	242	204	8	296	0.41	0.96	0.575
sim_101	deFuse	243	203	8	297	0.41	0.96	0.575
sim_101	deFuse	245	202	8	298	0.40	0.96	0.565
sim_101	deFuse	246	201	8	299	0.40	0.96	0.565
sim_101	deFuse	254	199	8	301	0.40	0.96	0.565
sim_101	deFuse	276	198	8	302	0.40	0.96	0.565
sim_101	deFuse	277	196	8	304	0.39	0.96	0.555
sim_101	deFuse	291	195	8	305	0.39	0.96	0.555
sim_101	deFuse	298	194	8	306	0.39	0.96	0.555
sim_101	deFuse	301	193	8	307	0.39	0.96	0.555
sim_101	deFuse	307	192	8	308	0.38	0.96	0.544
sim_101	deFuse	308	190	8	310	0.38	0.96	0.544
sim_101	deFuse	314	189	8	311	0.38	0.96	0.544
sim_101	deFuse	317	188	8	312	0.38	0.96	0.544
sim_101	deFuse	339	186	8	314	0.37	0.96	0.534
sim_101	deFuse	340	185	8	315	0.37	0.96	0.534
sim_101	deFuse	370	184	8	316	0.37	0.96	0.534
sim_101	deFuse	372	183	8	317	0.37	0.96	0.534
sim_101	deFuse	373	181	8	319	0.36	0.96	0.524
sim_101	deFuse	374	179	8	321	0.36	0.96	0.524
sim_101	deFuse	378	178	8	322	0.36	0.96	0.524
sim_101	deFuse	379	177	8	323	0.35	0.96	0.513
sim_101	deFuse	389	176	8	324	0.35	0.96	0.513
sim_101	deFuse	390	175	8	325	0.35	0.96	0.513
sim_101	deFuse	394	174	8	326	0.35	0.96	0.513
sim_101	deFuse	404	173	8	327	0.35	0.96	0.513
sim_101	deFuse	409	172	8	328	0.34	0.96	0.502
sim_101	deFuse	417	171	8	329	0.34	0.96	0.502
sim_101	deFuse	419	170	8	330	0.34	0.96	0.502
sim_101	deFuse	426	169	8	331	0.34	0.95	0.501
sim_101	deFuse	430	169	7	331	0.34	0.96	0.502
sim_101	deFuse	452	168	7	332	0.34	0.96	0.502
sim_101	deFuse	458	167	7	333	0.33	0.96	0.491
sim_101	deFuse	459	166	7	334	0.33	0.96	0.491
sim_101	deFuse	471	165	7	335	0.33	0.96	0.491
sim_101	deFuse	475	164	7	336	0.33	0.96	0.491
sim_101	deFuse	481	163	6	337	0.33	0.96	0.491
sim_101	deFuse	484	162	6	338	0.32	0.96	0.480
sim_101	deFuse	485	161	6	339	0.32	0.96	0.480
sim_101	deFuse	496	160	6	340	0.32	0.96	0.480
sim_101	deFuse	498	159	6	341	0.32	0.96	0.480
sim_101	deFuse	508	158	6	342	0.32	0.96	0.480
sim_101	deFuse	512	157	6	343	0.31	0.96	0.469
sim_101	deFuse	520	157	5	343	0.31	0.97	0.470
sim_101	deFuse	528	156	5	344	0.31	0.97	0.470
sim_101	deFuse	542	155	5	345	0.31	0.97	0.470
sim_101	deFuse	544	154	5	346	0.31	0.97	0.470
sim_101	deFuse	553	153	5	347	0.31	0.97	0.470
sim_101	deFuse	564	152	5	348	0.30	0.97	0.458
sim_101	deFuse	576	150	5	350	0.30	0.97	0.458
sim_101	deFuse	597	149	5	351	0.30	0.97	0.458
sim_101	deFuse	599	148	5	352	0.30	0.97	0.458
sim_101	deFuse	613	147	5	353	0.29	0.97	0.447
sim_101	deFuse	618	146	5	354	0.29	0.97	0.447
sim_101	deFuse	624	145	5	355	0.29	0.97	0.447
sim_101	deFuse	641	144	5	356	0.29	0.97	0.447
sim_101	deFuse	642	143	5	357	0.29	0.97	0.447
sim_101	deFuse	643	142	5	358	0.28	0.97	0.435
sim_101	deFuse	654	141	5	359	0.28	0.97	0.435
sim_101	deFuse	656	140	5	360	0.28	0.97	0.435
sim_101	deFuse	661	139	5	361	0.28	0.97	0.435
sim_101	deFuse	684	138	5	362	0.28	0.97	0.435
sim_101	deFuse	694	137	5	363	0.27	0.96	0.421
sim_101	deFuse	708	136	5	364	0.27	0.96	0.421
sim_101	deFuse	727	134	5	366	0.27	0.96	0.421
sim_101	deFuse	733	133	5	367	0.27	0.96	0.421
sim_101	deFuse	742	133	4	367	0.27	0.97	0.422
sim_101	deFuse	762	132	4	368	0.26	0.97	0.410
sim_101	deFuse	764	131	4	369	0.26	0.97	0.410
sim_101	deFuse	772	131	3	369	0.26	0.98	0.411
sim_101	deFuse	776	130	3	370	0.26	0.98	0.411
sim_101	deFuse	780	129	3	371	0.26	0.98	0.411
sim_101	deFuse	782	128	3	372	0.26	0.98	0.411
sim_101	deFuse	788	127	3	373	0.25	0.98	0.398
sim_101	deFuse	791	126	3	374	0.25	0.98	0.398
sim_101	deFuse	798	125	3	375	0.25	0.98	0.398
sim_101	deFuse	802	125	2	375	0.25	0.98	0.398
sim_101	deFuse	824	124	2	376	0.25	0.98	0.398
sim_101	deFuse	827	123	2	377	0.25	0.98	0.398
sim_101	deFuse	828	122	2	378	0.24	0.98	0.386
sim_101	deFuse	857	121	2	379	0.24	0.98	0.386
sim_101	deFuse	858	120	2	380	0.24	0.98	0.386
sim_101	deFuse	865	119	2	381	0.24	0.98	0.386
sim_101	deFuse	875	118	2	382	0.24	0.98	0.386
sim_101	deFuse	881	117	2	383	0.23	0.98	0.373
sim_101	deFuse	884	116	2	384	0.23	0.98	0.373
sim_101	deFuse	888	115	2	385	0.23	0.98	0.373
sim_101	deFuse	889	114	2	386	0.23	0.98	0.373
sim_101	deFuse	892	113	2	387	0.23	0.98	0.373
sim_101	deFuse	900	112	2	388	0.22	0.98	0.359
sim_101	deFuse	907	111	2	389	0.22	0.98	0.359
sim_101	deFuse	950	110	2	390	0.22	0.98	0.359
sim_101	deFuse	970	109	2	391	0.22	0.98	0.359
sim_101	deFuse	976	108	2	392	0.22	0.98	0.359
sim_101	deFuse	980	107	2	393	0.21	0.98	0.346
sim_101	deFuse	998	106	2	394	0.21	0.98	0.346
sim_101	deFuse	999	105	2	395	0.21	0.98	0.346
sim_101	deFuse	1015	104	2	396	0.21	0.98	0.346
sim_101	deFuse	1020	103	2	397	0.21	0.98	0.346
sim_101	deFuse	1034	102	2	398	0.20	0.98	0.332
sim_101	deFuse	1041	101	2	399	0.20	0.98	0.332
sim_101	deFuse	1057	100	2	400	0.20	0.98	0.332
sim_101	deFuse	1083	99	2	401	0.20	0.98	0.332
sim_101	deFuse	1145	98	2	402	0.20	0.98	0.332
sim_101	deFuse	1146	97	2	403	0.19	0.98	0.318
sim_101	deFuse	1149	96	2	404	0.19	0.98	0.318
sim_101	deFuse	1157	95	2	405	0.19	0.98	0.318
sim_101	deFuse	1164	94	2	406	0.19	0.98	0.318
sim_101	deFuse	1166	93	2	407	0.19	0.98	0.318
sim_101	deFuse	1174	92	2	408	0.18	0.98	0.304
sim_101	deFuse	1186	91	2	409	0.18	0.98	0.304
sim_101	deFuse	1204	90	2	410	0.18	0.98	0.304
sim_101	deFuse	1206	89	2	411	0.18	0.98	0.304
sim_101	deFuse	1210	88	2	412	0.18	0.98	0.304
sim_101	deFuse	1220	87	2	413	0.17	0.98	0.290
sim_101	deFuse	1224	86	2	414	0.17	0.98	0.290
sim_101	deFuse	1227	85	2	415	0.17	0.98	0.290
sim_101	deFuse	1254	84	2	416	0.17	0.98	0.290
sim_101	deFuse	1294	83	2	417	0.17	0.98	0.290
sim_101	deFuse	1382	82	2	418	0.16	0.98	0.275
sim_101	deFuse	1388	81	2	419	0.16	0.98	0.275
sim_101	deFuse	1405	80	2	420	0.16	0.98	0.275
sim_101	deFuse	1416	79	2	421	0.16	0.98	0.275
sim_101	deFuse	1438	78	2	422	0.16	0.97	0.275
sim_101	deFuse	1479	77	2	423	0.15	0.97	0.260
sim_101	deFuse	1493	76	2	424	0.15	0.97	0.260
sim_101	deFuse	1494	75	2	425	0.15	0.97	0.260
sim_101	deFuse	1499	74	2	426	0.15	0.97	0.260
sim_101	deFuse	1502	73	2	427	0.15	0.97	0.260
sim_101	deFuse	1503	72	2	428	0.14	0.97	0.245
sim_101	deFuse	1505	71	2	429	0.14	0.97	0.245
sim_101	deFuse	1538	70	2	430	0.14	0.97	0.245
sim_101	deFuse	1542	68	2	432	0.14	0.97	0.245
sim_101	deFuse	1544	67	2	433	0.13	0.97	0.229
sim_101	deFuse	1564	66	2	434	0.13	0.97	0.229
sim_101	deFuse	1610	64	2	436	0.13	0.97	0.229
sim_101	deFuse	1643	63	2	437	0.13	0.97	0.229
sim_101	deFuse	1650	62	2	438	0.12	0.97	0.214
sim_101	deFuse	1665	61	2	439	0.12	0.97	0.214
sim_101	deFuse	1696	60	2	440	0.12	0.97	0.214
sim_101	deFuse	1703	59	2	441	0.12	0.97	0.214
sim_101	deFuse	1713	58	2	442	0.12	0.97	0.214
sim_101	deFuse	1735	56	2	444	0.11	0.97	0.198
sim_101	deFuse	1876	55	2	445	0.11	0.96	0.197
sim_101	deFuse	1926	54	2	446	0.11	0.96	0.197
sim_101	deFuse	2000	53	2	447	0.11	0.96	0.197
sim_101	deFuse	2055	52	2	448	0.10	0.96	0.181
sim_101	deFuse	2090	52	1	448	0.10	0.98	0.181
sim_101	deFuse	2121	51	1	449	0.10	0.98	0.181
sim_101	deFuse	2140	50	1	450	0.10	0.98	0.181
sim_101	deFuse	2142	49	1	451	0.10	0.98	0.181
sim_101	deFuse	2247	48	1	452	0.10	0.98	0.181
sim_101	deFuse	2270	46	1	454	0.09	0.98	0.165
sim_101	deFuse	2402	45	1	455	0.09	0.98	0.165
sim_101	deFuse	2428	44	1	456	0.09	0.98	0.165
sim_101	deFuse	2471	43	1	457	0.09	0.98	0.165
sim_101	deFuse	2478	42	1	458	0.08	0.98	0.148
sim_101	deFuse	2508	41	1	459	0.08	0.98	0.148
sim_101	deFuse	2511	40	1	460	0.08	0.98	0.148
sim_101	deFuse	2589	39	1	461	0.08	0.97	0.148
sim_101	deFuse	2620	38	1	462	0.08	0.97	0.148
sim_101	deFuse	2722	37	1	463	0.07	0.97	0.131
sim_101	deFuse	2808	36	1	464	0.07	0.97	0.131
sim_101	deFuse	2846	35	1	465	0.07	0.97	0.131
sim_101	deFuse	2848	34	1	466	0.07	0.97	0.131
sim_101	deFuse	2868	33	1	467	0.07	0.97	0.131
sim_101	deFuse	2871	32	1	468	0.06	0.97	0.113
sim_101	deFuse	2898	31	1	469	0.06	0.97	0.113
sim_101	deFuse	2900	30	1	470	0.06	0.97	0.113
sim_101	deFuse	3006	29	1	471	0.06	0.97	0.113
sim_101	deFuse	3134	28	1	472	0.06	0.97	0.113
sim_101	deFuse	3171	27	1	473	0.05	0.96	0.095
sim_101	deFuse	3176	26	1	474	0.05	0.96	0.095
sim_101	deFuse	3314	25	1	475	0.05	0.96	0.095
sim_101	deFuse	3388	24	1	476	0.05	0.96	0.095
sim_101	deFuse	3450	23	1	477	0.05	0.96	0.095
sim_101	deFuse	3464	22	1	478	0.04	0.96	0.077
sim_101	deFuse	3515	21	1	479	0.04	0.95	0.077
sim_101	deFuse	3608	20	1	480	0.04	0.95	0.077
sim_101	deFuse	3650	19	1	481	0.04	0.95	0.077
sim_101	deFuse	3730	18	1	482	0.04	0.95	0.077
sim_101	deFuse	3741	17	1	483	0.03	0.94	0.058
sim_101	deFuse	3853	16	1	484	0.03	0.94	0.058
sim_101	deFuse	3865	15	1	485	0.03	0.94	0.058
sim_101	deFuse	3907	14	1	486	0.03	0.93	0.058
sim_101	deFuse	3952	13	1	487	0.03	0.93	0.058
sim_101	deFuse	3953	12	1	488	0.02	0.92	0.039
sim_101	deFuse	3985	11	1	489	0.02	0.92	0.039
sim_101	deFuse	4084	10	1	490	0.02	0.91	0.039
sim_101	deFuse	4378	9	1	491	0.02	0.9	0.039
sim_101	deFuse	4421	8	1	492	0.02	0.89	0.039
sim_101	deFuse	4448	8	0	492	0.02	1	0.039
sim_101	deFuse	4488	7	0	493	0.01	1	0.020
sim_101	deFuse	4624	6	0	494	0.01	1	0.020
sim_101	deFuse	4647	5	0	495	0.01	1	0.020
sim_101	deFuse	4712	4	0	496	0.01	1	0.020
sim_101	deFuse	4726	3	0	497	0.01	1	0.020
sim_101	deFuse	4780	2	0	498	0.00	1	0.000
sim_101	MapSplice	3	388	5	112	0.78	0.99	0.873
sim_101	MapSplice	4	385	5	115	0.77	0.99	0.866
sim_101	MapSplice	5	382	5	118	0.76	0.99	0.860
sim_101	MapSplice	6	378	5	122	0.76	0.99	0.860
sim_101	MapSplice	7	373	4	127	0.75	0.99	0.853
sim_101	MapSplice	8	367	4	133	0.73	0.99	0.840
sim_101	MapSplice	9	360	4	140	0.72	0.99	0.834
sim_101	MapSplice	10	354	4	146	0.71	0.99	0.827
sim_101	MapSplice	11	346	4	154	0.69	0.99	0.813
sim_101	MapSplice	12	344	4	156	0.69	0.99	0.813
sim_101	MapSplice	13	342	4	158	0.68	0.99	0.806
sim_101	MapSplice	14	339	4	161	0.68	0.99	0.806
sim_101	MapSplice	15	335	3	165	0.67	0.99	0.799
sim_101	MapSplice	16	333	3	167	0.67	0.99	0.799
sim_101	MapSplice	17	331	3	169	0.66	0.99	0.792
sim_101	MapSplice	18	323	3	177	0.65	0.99	0.785
sim_101	MapSplice	19	320	3	180	0.64	0.99	0.777
sim_101	MapSplice	20	318	3	182	0.64	0.99	0.777
sim_101	MapSplice	21	316	3	184	0.63	0.99	0.770
sim_101	MapSplice	22	314	3	186	0.63	0.99	0.770
sim_101	MapSplice	23	310	3	190	0.62	0.99	0.762
sim_101	MapSplice	24	308	3	192	0.62	0.99	0.762
sim_101	MapSplice	25	306	3	194	0.61	0.99	0.755
sim_101	MapSplice	26	302	3	198	0.60	0.99	0.747
sim_101	MapSplice	27	298	3	202	0.60	0.99	0.747
sim_101	MapSplice	28	295	3	205	0.59	0.99	0.739
sim_101	MapSplice	29	293	3	207	0.59	0.99	0.739
sim_101	MapSplice	30	291	3	209	0.58	0.99	0.731
sim_101	MapSplice	32	288	3	212	0.58	0.99	0.731
sim_101	MapSplice	33	287	3	213	0.57	0.99	0.723
sim_101	MapSplice	34	285	3	215	0.57	0.99	0.723
sim_101	MapSplice	35	281	3	219	0.56	0.99	0.715
sim_101	MapSplice	38	279	3	221	0.56	0.99	0.715
sim_101	MapSplice	39	278	3	222	0.56	0.99	0.715
sim_101	MapSplice	40	276	2	224	0.55	0.99	0.707
sim_101	MapSplice	41	271	1	229	0.54	1	0.701
sim_101	MapSplice	43	270	1	230	0.54	1	0.701
sim_101	MapSplice	44	269	1	231	0.54	1	0.701
sim_101	MapSplice	45	267	1	233	0.53	1	0.693
sim_101	MapSplice	46	266	1	234	0.53	1	0.693
sim_101	MapSplice	47	263	1	237	0.53	1	0.693
sim_101	MapSplice	48	261	1	239	0.52	1	0.684
sim_101	MapSplice	49	260	1	240	0.52	1	0.684
sim_101	MapSplice	50	256	1	244	0.51	1	0.675
sim_101	MapSplice	52	254	1	246	0.51	1	0.675
sim_101	MapSplice	53	253	1	247	0.51	1	0.675
sim_101	MapSplice	54	252	1	248	0.50	1	0.667
sim_101	MapSplice	55	250	1	250	0.50	1	0.667
sim_101	MapSplice	56	245	1	255	0.49	1	0.658
sim_101	MapSplice	59	243	1	257	0.49	1	0.658
sim_101	MapSplice	60	242	1	258	0.48	1	0.649
sim_101	MapSplice	61	241	1	259	0.48	1	0.649
sim_101	MapSplice	62	240	1	260	0.48	1	0.649
sim_101	MapSplice	65	238	1	262	0.48	1	0.649
sim_101	MapSplice	66	237	1	263	0.47	1	0.639
sim_101	MapSplice	69	235	1	265	0.47	1	0.639
sim_101	MapSplice	72	233	1	267	0.47	1	0.639
sim_101	MapSplice	73	232	1	268	0.46	1	0.630
sim_101	MapSplice	74	231	1	269	0.46	1	0.630
sim_101	MapSplice	78	230	1	270	0.46	1	0.630
sim_101	MapSplice	79	227	1	273	0.45	1	0.621
sim_101	MapSplice	80	225	1	275	0.45	1	0.621
sim_101	MapSplice	81	223	1	277	0.45	1	0.621
sim_101	MapSplice	82	222	1	278	0.44	1	0.611
sim_101	MapSplice	84	221	1	279	0.44	1	0.611
sim_101	MapSplice	86	219	1	281	0.44	1	0.611
sim_101	MapSplice	89	218	1	282	0.44	1	0.611
sim_101	MapSplice	92	217	1	283	0.43	1	0.601
sim_101	MapSplice	98	216	1	284	0.43	1	0.601
sim_101	MapSplice	99	215	1	285	0.43	1	0.601
sim_101	MapSplice	100	214	1	286	0.43	1	0.601
sim_101	MapSplice	103	213	1	287	0.43	1	0.601
sim_101	MapSplice	104	212	1	288	0.42	1	0.592
sim_101	MapSplice	106	211	1	289	0.42	1	0.592
sim_101	MapSplice	107	210	1	290	0.42	1	0.592
sim_101	MapSplice	109	208	1	292	0.42	1	0.592
sim_101	MapSplice	110	206	1	294	0.41	1	0.582
sim_101	MapSplice	118	205	1	295	0.41	1	0.582
sim_101	MapSplice	124	204	1	296	0.41	1	0.582
sim_101	MapSplice	127	203	1	297	0.41	1	0.582
sim_101	MapSplice	131	202	1	298	0.40	1	0.571
sim_101	MapSplice	133	201	1	299	0.40	1	0.571
sim_101	MapSplice	136	200	1	300	0.40	1	0.571
sim_101	MapSplice	137	199	1	301	0.40	0.99	0.570
sim_101	MapSplice	138	198	1	302	0.40	0.99	0.570
sim_101	MapSplice	139	197	1	303	0.39	0.99	0.560
sim_101	MapSplice	142	196	1	304	0.39	0.99	0.560
sim_101	MapSplice	144	195	1	305	0.39	0.99	0.560
sim_101	MapSplice	146	194	1	306	0.39	0.99	0.560
sim_101	MapSplice	147	193	1	307	0.39	0.99	0.560
sim_101	MapSplice	148	192	1	308	0.38	0.99	0.549
sim_101	MapSplice	150	191	1	309	0.38	0.99	0.549
sim_101	MapSplice	152	190	1	310	0.38	0.99	0.549
sim_101	MapSplice	155	189	1	311	0.38	0.99	0.549
sim_101	MapSplice	157	188	1	312	0.38	0.99	0.549
sim_101	MapSplice	159	187	1	313	0.37	0.99	0.539
sim_101	MapSplice	162	186	1	314	0.37	0.99	0.539
sim_101	MapSplice	166	184	1	316	0.37	0.99	0.539
sim_101	MapSplice	171	183	1	317	0.37	0.99	0.539
sim_101	MapSplice	172	182	1	318	0.36	0.99	0.528
sim_101	MapSplice	175	181	1	319	0.36	0.99	0.528
sim_101	MapSplice	177	180	1	320	0.36	0.99	0.528
sim_101	MapSplice	179	178	1	322	0.36	0.99	0.528
sim_101	MapSplice	180	176	1	324	0.35	0.99	0.517
sim_101	MapSplice	183	175	1	325	0.35	0.99	0.517
sim_101	MapSplice	184	174	1	326	0.35	0.99	0.517
sim_101	MapSplice	187	173	1	327	0.35	0.99	0.517
sim_101	MapSplice	189	172	1	328	0.34	0.99	0.506
sim_101	MapSplice	190	171	1	329	0.34	0.99	0.506
sim_101	MapSplice	191	170	1	330	0.34	0.99	0.506
sim_101	MapSplice	194	169	1	331	0.34	0.99	0.506
sim_101	MapSplice	199	168	1	332	0.34	0.99	0.506
sim_101	MapSplice	203	167	1	333	0.33	0.99	0.495
sim_101	MapSplice	204	166	1	334	0.33	0.99	0.495
sim_101	MapSplice	209	165	0	335	0.33	1	0.496
sim_101	MapSplice	212	164	0	336	0.33	1	0.496
sim_101	MapSplice	218	163	0	337	0.33	1	0.496
sim_101	MapSplice	219	162	0	338	0.32	1	0.485
sim_101	MapSplice	220	161	0	339	0.32	1	0.485
sim_101	MapSplice	221	160	0	340	0.32	1	0.485
sim_101	MapSplice	223	159	0	341	0.32	1	0.485
sim_101	MapSplice	232	158	0	342	0.32	1	0.485
sim_101	MapSplice	237	156	0	344	0.31	1	0.473
sim_101	MapSplice	245	155	0	345	0.31	1	0.473
sim_101	MapSplice	255	154	0	346	0.31	1	0.473
sim_101	MapSplice	270	153	0	347	0.31	1	0.473
sim_101	MapSplice	280	152	0	348	0.30	1	0.462
sim_101	MapSplice	295	151	0	349	0.30	1	0.462
sim_101	MapSplice	297	150	0	350	0.30	1	0.462
sim_101	MapSplice	307	149	0	351	0.30	1	0.462
sim_101	MapSplice	314	148	0	352	0.30	1	0.462
sim_101	MapSplice	315	147	0	353	0.29	1	0.450
sim_101	MapSplice	318	146	0	354	0.29	1	0.450
sim_101	MapSplice	322	145	0	355	0.29	1	0.450
sim_101	MapSplice	323	144	0	356	0.29	1	0.450
sim_101	MapSplice	331	143	0	357	0.29	1	0.450
sim_101	MapSplice	337	142	0	358	0.28	1	0.438
sim_101	MapSplice	343	141	0	359	0.28	1	0.438
sim_101	MapSplice	348	140	0	360	0.28	1	0.438
sim_101	MapSplice	351	139	0	361	0.28	1	0.438
sim_101	MapSplice	355	138	0	362	0.28	1	0.438
sim_101	MapSplice	360	137	0	363	0.27	1	0.425
sim_101	MapSplice	374	136	0	364	0.27	1	0.425
sim_101	MapSplice	376	135	0	365	0.27	1	0.425
sim_101	MapSplice	401	134	0	366	0.27	1	0.425
sim_101	MapSplice	408	133	0	367	0.27	1	0.425
sim_101	MapSplice	409	132	0	368	0.26	1	0.413
sim_101	MapSplice	414	131	0	369	0.26	1	0.413
sim_101	MapSplice	420	130	0	370	0.26	1	0.413
sim_101	MapSplice	424	129	0	371	0.26	1	0.413
sim_101	MapSplice	427	128	0	372	0.26	1	0.413
sim_101	MapSplice	437	127	0	373	0.25	1	0.400
sim_101	MapSplice	452	126	0	374	0.25	1	0.400
sim_101	MapSplice	470	125	0	375	0.25	1	0.400
sim_101	MapSplice	479	124	0	376	0.25	1	0.400
sim_101	MapSplice	494	123	0	377	0.25	1	0.400
sim_101	MapSplice	499	122	0	378	0.24	1	0.387
sim_101	MapSplice	501	121	0	379	0.24	1	0.387
